Numero,Prenom,Nom,Match,Action,Niveau,Nb_actions
1,Cléa,Vauloup,PAU I,DUEL,0,2.0
2,Arwen,Lavuia,PAU I,DUEL,0,2.0
3,Manon,Marchesin,PAU I,DUEL,0,1.0
6,Elsa,Moutinho,PAU I,DUEL,0,1.0
7,Agathe,Lacaze,PAU I,DUEL,0,1.0
8,Adèle,Lachurie,PAU I,DUEL,0,1.0
9,Alexia,Cazalbou,PAU I,DUEL,0,1.0
10,Alice,Bouvet,PAU I,DUEL,0,1.0
11,Charlotte,Quilici,PAU I,DUEL,0,1.0
12,Pauline,Joigneaux,PAU I,DUEL,0,2.0
13,Mado,Bidard,PAU I,DUEL,0,1.0
16,Lizea,Subra,PAU I,DUEL,0,1.0
17,Justine,Pradel,PAU I,DUEL,0,1.0
20,Lou,Cambus,PAU I,DUEL,0,1.0
22,Eva,Sundheimer,PAU I,DUEL,0,1.0
23,Lisa,Montoux,PAU I,DUEL,0,1.0
1,Cléa,Vauloup,PAU I,DUEL,1,2.0
2,Arwen,Lavuia,PAU I,DUEL,1,1.0
4,Eva,Ould-Hadda,PAU I,DUEL,1,1.0
5,Sofaia,Fono,PAU I,DUEL,1,1.0
7,Agathe,Lacaze,PAU I,DUEL,1,1.0
10,Alice,Bouvet,PAU I,DUEL,1,1.0
12,Pauline,Joigneaux,PAU I,DUEL,1,3.0
13,Mado,Bidard,PAU I,DUEL,1,1.0
14,Chiara,Muratet,PAU I,DUEL,1,2.0
15,Zoe,Pages,PAU I,DUEL,1,2.0
17,Justine,Pradel,PAU I,DUEL,1,1.0
1,Cléa,Vauloup,PAU I,DUEL,2,1.0
2,Arwen,Lavuia,PAU I,DUEL,2,7.0
3,Manon,Marchesin,PAU I,DUEL,2,3.0
4,Eva,Ould-Hadda,PAU I,DUEL,2,2.0
5,Sofaia,Fono,PAU I,DUEL,2,2.0
6,Elsa,Moutinho,PAU I,DUEL,2,2.0
7,Agathe,Lacaze,PAU I,DUEL,2,1.0
8,Adèle,Lachurie,PAU I,DUEL,2,7.0
10,Alice,Bouvet,PAU I,DUEL,2,4.0
11,Charlotte,Quilici,PAU I,DUEL,2,1.0
12,Pauline,Joigneaux,PAU I,DUEL,2,2.0
13,Mado,Bidard,PAU I,DUEL,2,5.0
14,Chiara,Muratet,PAU I,DUEL,2,2.0
15,Zoe,Pages,PAU I,DUEL,2,7.0
16,Lizea,Subra,PAU I,DUEL,2,2.0
17,Justine,Pradel,PAU I,DUEL,2,3.0
18,Mathilde,Lacombre,PAU I,DUEL,2,1.0
19,Thiziri-Jades,Touabi,PAU I,DUEL,2,2.0
21,Maelle,Bonne,PAU I,DUEL,2,3.0
22,Eva,Sundheimer,PAU I,DUEL,2,3.0
23,Lisa,Montoux,PAU I,DUEL,2,2.0
1,Cléa,Vauloup,PAU I,DUEL,3,1.0
3,Manon,Marchesin,PAU I,DUEL,3,2.0
8,Adèle,Lachurie,PAU I,DUEL,3,1.0
10,Alice,Bouvet,PAU I,DUEL,3,2.0
11,Charlotte,Quilici,PAU I,DUEL,3,3.0
12,Pauline,Joigneaux,PAU I,DUEL,3,6.0
13,Mado,Bidard,PAU I,DUEL,3,3.0
14,Chiara,Muratet,PAU I,DUEL,3,4.0
15,Zoe,Pages,PAU I,DUEL,3,2.0
17,Justine,Pradel,PAU I,DUEL,3,1.0
21,Maelle,Bonne,PAU I,DUEL,3,2.0
22,Eva,Sundheimer,PAU I,DUEL,3,7.0
5,Sofaia,Fono,PAU I,PASSE,0,1.0
9,Alexia,Cazalbou,PAU I,PASSE,0,1.0
20,Lou,Cambus,PAU I,PASSE,0,1.0
3,Manon,Marchesin,PAU I,PASSE,1,1.0
6,Elsa,Moutinho,PAU I,PASSE,1,1.0
9,Alexia,Cazalbou,PAU I,PASSE,1,3.0
20,Lou,Cambus,PAU I,PASSE,1,1.0
1,Cléa,Vauloup,PAU I,PASSE,2,1.0
5,Sofaia,Fono,PAU I,PASSE,2,1.0
9,Alexia,Cazalbou,PAU I,PASSE,2,4.0
10,Alice,Bouvet,PAU I,PASSE,2,2.0
18,Mathilde,Lacombre,PAU I,PASSE,2,1.0
20,Lou,Cambus,PAU I,PASSE,2,11.0
23,Lisa,Montoux,PAU I,PASSE,2,1.0
1,Cléa,Vauloup,PAU I,PASSE,3,5.0
2,Arwen,Lavuia,PAU I,PASSE,3,2.0
3,Manon,Marchesin,PAU I,PASSE,3,1.0
4,Eva,Ould-Hadda,PAU I,PASSE,3,1.0
5,Sofaia,Fono,PAU I,PASSE,3,2.0
6,Elsa,Moutinho,PAU I,PASSE,3,6.0
7,Agathe,Lacaze,PAU I,PASSE,3,1.0
8,Adèle,Lachurie,PAU I,PASSE,3,6.0
9,Alexia,Cazalbou,PAU I,PASSE,3,18.0
10,Alice,Bouvet,PAU I,PASSE,3,17.0
12,Pauline,Joigneaux,PAU I,PASSE,3,6.0
13,Mado,Bidard,PAU I,PASSE,3,6.0
14,Chiara,Muratet,PAU I,PASSE,3,1.0
15,Zoe,Pages,PAU I,PASSE,3,4.0
16,Lizea,Subra,PAU I,PASSE,3,4.0
17,Justine,Pradel,PAU I,PASSE,3,1.0
18,Mathilde,Lacombre,PAU I,PASSE,3,1.0
20,Lou,Cambus,PAU I,PASSE,3,13.0
21,Maelle,Bonne,PAU I,PASSE,3,3.0
23,Lisa,Montoux,PAU I,PASSE,3,2.0
2,Arwen,Lavuia,PAU I,PLAQUAGE,0,1.0
4,Eva,Ould-Hadda,PAU I,PLAQUAGE,0,1.0
5,Sofaia,Fono,PAU I,PLAQUAGE,0,1.0
7,Agathe,Lacaze,PAU I,PLAQUAGE,0,2.0
8,Adèle,Lachurie,PAU I,PLAQUAGE,0,3.0
10,Alice,Bouvet,PAU I,PLAQUAGE,0,1.0
12,Pauline,Joigneaux,PAU I,PLAQUAGE,0,1.0
15,Zoe,Pages,PAU I,PLAQUAGE,0,1.0
18,Mathilde,Lacombre,PAU I,PLAQUAGE,0,1.0
21,Maelle,Bonne,PAU I,PLAQUAGE,0,1.0
22,Eva,Sundheimer,PAU I,PLAQUAGE,0,1.0
1,Cléa,Vauloup,PAU I,PLAQUAGE,1,1.0
2,Arwen,Lavuia,PAU I,PLAQUAGE,1,2.0
4,Eva,Ould-Hadda,PAU I,PLAQUAGE,1,3.0
5,Sofaia,Fono,PAU I,PLAQUAGE,1,1.0
6,Elsa,Moutinho,PAU I,PLAQUAGE,1,5.0
7,Agathe,Lacaze,PAU I,PLAQUAGE,1,4.0
8,Adèle,Lachurie,PAU I,PLAQUAGE,1,3.0
9,Alexia,Cazalbou,PAU I,PLAQUAGE,1,1.0
10,Alice,Bouvet,PAU I,PLAQUAGE,1,5.0
11,Charlotte,Quilici,PAU I,PLAQUAGE,1,1.0
15,Zoe,Pages,PAU I,PLAQUAGE,1,2.0
17,Justine,Pradel,PAU I,PLAQUAGE,1,1.0
20,Lou,Cambus,PAU I,PLAQUAGE,1,4.0
21,Maelle,Bonne,PAU I,PLAQUAGE,1,1.0
23,Lisa,Montoux,PAU I,PLAQUAGE,1,2.0
1,Cléa,Vauloup,PAU I,PLAQUAGE,2,3.0
2,Arwen,Lavuia,PAU I,PLAQUAGE,2,1.0
3,Manon,Marchesin,PAU I,PLAQUAGE,2,3.0
4,Eva,Ould-Hadda,PAU I,PLAQUAGE,2,2.0
6,Elsa,Moutinho,PAU I,PLAQUAGE,2,1.0
8,Adèle,Lachurie,PAU I,PLAQUAGE,2,4.0
9,Alexia,Cazalbou,PAU I,PLAQUAGE,2,1.0
10,Alice,Bouvet,PAU I,PLAQUAGE,2,3.0
13,Mado,Bidard,PAU I,PLAQUAGE,2,1.0
14,Chiara,Muratet,PAU I,PLAQUAGE,2,1.0
16,Lizea,Subra,PAU I,PLAQUAGE,2,1.0
17,Justine,Pradel,PAU I,PLAQUAGE,2,2.0
18,Mathilde,Lacombre,PAU I,PLAQUAGE,2,3.0
19,Thiziri-Jades,Touabi,PAU I,PLAQUAGE,2,1.0
20,Lou,Cambus,PAU I,PLAQUAGE,2,1.0
21,Maelle,Bonne,PAU I,PLAQUAGE,2,2.0
23,Lisa,Montoux,PAU I,PLAQUAGE,2,1.0
3,Manon,Marchesin,PAU I,PLAQUAGE,3,1.0
5,Sofaia,Fono,PAU I,PLAQUAGE,3,1.0
14,Chiara,Muratet,PAU I,PLAQUAGE,3,1.0
1,Cléa,Vauloup,PAU I,RUCK,0,5.0
2,Arwen,Lavuia,PAU I,RUCK,0,2.0
3,Manon,Marchesin,PAU I,RUCK,0,2.0
4,Eva,Ould-Hadda,PAU I,RUCK,0,2.0
5,Sofaia,Fono,PAU I,RUCK,0,4.0
6,Elsa,Moutinho,PAU I,RUCK,0,5.0
8,Adèle,Lachurie,PAU I,RUCK,0,8.0
9,Alexia,Cazalbou,PAU I,RUCK,0,1.0
10,Alice,Bouvet,PAU I,RUCK,0,3.0
11,Charlotte,Quilici,PAU I,RUCK,0,1.0
12,Pauline,Joigneaux,PAU I,RUCK,0,1.0
13,Mado,Bidard,PAU I,RUCK,0,2.0
15,Zoe,Pages,PAU I,RUCK,0,3.0
16,Lizea,Subra,PAU I,RUCK,0,1.0
18,Mathilde,Lacombre,PAU I,RUCK,0,1.0
21,Maelle,Bonne,PAU I,RUCK,0,1.0
22,Eva,Sundheimer,PAU I,RUCK,0,1.0
23,Lisa,Montoux,PAU I,RUCK,0,2.0
1,Cléa,Vauloup,PAU I,RUCK,1,1.0
3,Manon,Marchesin,PAU I,RUCK,1,1.0
2,Arwen,Lavuia,PAU I,RUCK,2,2.0
3,Manon,Marchesin,PAU I,RUCK,2,1.0
4,Eva,Ould-Hadda,PAU I,RUCK,2,1.0
8,Adèle,Lachurie,PAU I,RUCK,2,1.0
13,Mado,Bidard,PAU I,RUCK,2,1.0
23,Lisa,Montoux,PAU I,RUCK,2,1.0
1,Cléa,Vauloup,PAU I,RUCK,3,10.0
2,Arwen,Lavuia,PAU I,RUCK,3,8.0
3,Manon,Marchesin,PAU I,RUCK,3,4.0
5,Sofaia,Fono,PAU I,RUCK,3,3.0
6,Elsa,Moutinho,PAU I,RUCK,3,9.0
7,Agathe,Lacaze,PAU I,RUCK,3,5.0
8,Adèle,Lachurie,PAU I,RUCK,3,7.0
9,Alexia,Cazalbou,PAU I,RUCK,3,2.0
10,Alice,Bouvet,PAU I,RUCK,3,1.0
11,Charlotte,Quilici,PAU I,RUCK,3,2.0
13,Mado,Bidard,PAU I,RUCK,3,4.0
14,Chiara,Muratet,PAU I,RUCK,3,6.0
15,Zoe,Pages,PAU I,RUCK,3,7.0
16,Lizea,Subra,PAU I,RUCK,3,4.0
17,Justine,Pradel,PAU I,RUCK,3,5.0
18,Mathilde,Lacombre,PAU I,RUCK,3,1.0
19,Thiziri-Jades,Touabi,PAU I,RUCK,3,4.0
20,Lou,Cambus,PAU I,RUCK,3,3.0
21,Maelle,Bonne,PAU I,RUCK,3,2.0
23,Lisa,Montoux,PAU I,RUCK,3,3.0
9,Alexia,Cazalbou,PAU I,JAP,0,3.0
13,Mado,Bidard,PAU I,JAP,0,1.0
20,Lou,Cambus,PAU I,JAP,0,1.0
2,Arwen,Lavuia,PAU I,JAP,1,1.0
9,Alexia,Cazalbou,PAU I,JAP,1,1.0
10,Alice,Bouvet,PAU I,JAP,1,1.0
9,Alexia,Cazalbou,PAU I,JAP,2,2.0
10,Alice,Bouvet,PAU I,JAP,2,1.0
9,Alexia,Cazalbou,PAU I,JAP,3,1.0
13,Mado,Bidard,PAU I,JAP,3,1.0
14,Chiara,Muratet,PAU I,JAP,3,1.0
9,Alexia,Cazalbou,PAU I,RECEPTION JAP,0,1.0
11,Charlotte,Quilici,PAU I,RECEPTION JAP,0,2.0
12,Pauline,Joigneaux,PAU I,RECEPTION JAP,0,1.0
9,Alexia,Cazalbou,PAU I,RECEPTION JAP,1,1.0
13,Mado,Bidard,PAU I,RECEPTION JAP,1,1.0
14,Chiara,Muratet,PAU I,RECEPTION JAP,1,1.0
15,Zoe,Pages,PAU I,RECEPTION JAP,1,3.0
9,Alexia,Cazalbou,PAU I,RECEPTION JAP,2,1.0
1,Cléa,Vauloup,PAU I,RECEPTION JAP,3,1.0
7,Agathe,Lacaze,PAU I,RECEPTION JAP,3,1.0
9,Alexia,Cazalbou,PAU I,RECEPTION JAP,3,1.0
11,Charlotte,Quilici,PAU I,RECEPTION JAP,3,1.0
14,Chiara,Muratet,PAU I,RECEPTION JAP,3,1.0
15,Zoe,Pages,PAU I,RECEPTION JAP,3,2.0
17,Justine,Pradel,PAU I,RECEPTION JAP,3,1.0
22,Eva,Sundheimer,PAU I,RECEPTION JAP,3,1.0
1,Justine,Pradel,COLOMIERS I,DUEL,0,2.0
2,Arwen,Lavuia,COLOMIERS I,DUEL,0,2.0
3,Manon,Marchesin,COLOMIERS I,DUEL,0,1.0
5,Cléa,Vauloup,COLOMIERS I,DUEL,0,1.0
6,Moea,Lickel,COLOMIERS I,DUEL,0,1.0
8,Lise,Llach,COLOMIERS I,DUEL,0,2.0
9,Alice,Henaux,COLOMIERS I,DUEL,0,3.0
11,Mado,Bidard,COLOMIERS I,DUEL,0,1.0
13,Jeanne,Beheregaray,COLOMIERS I,DUEL,0,1.0
14,Alessia,Coste,COLOMIERS I,DUEL,0,1.0
16,Eva,Ould-Hadda,COLOMIERS I,DUEL,0,2.0
18,Eva,Ould-Hadda,COLOMIERS I,DUEL,0,1.0
20,Alexia,Cazalbou,COLOMIERS I,DUEL,0,1.0
21,Alice,Bouvet,COLOMIERS I,DUEL,0,1.0
22,Chiara,Muratet,COLOMIERS I,DUEL,0,2.0
1,Justine,Pradel,COLOMIERS I,DUEL,1,2.0
2,Arwen,Lavuia,COLOMIERS I,DUEL,1,2.0
3,Manon,Marchesin,COLOMIERS I,DUEL,1,2.0
4,Adèle,Lachurie,COLOMIERS I,DUEL,1,2.0
5,Cléa,Vauloup,COLOMIERS I,DUEL,1,2.0
6,Moea,Lickel,COLOMIERS I,DUEL,1,2.0
10,Heloïse,Seletti,COLOMIERS I,DUEL,1,1.0
11,Mado,Bidard,COLOMIERS I,DUEL,1,1.0
14,Alessia,Coste,COLOMIERS I,DUEL,1,1.0
15,Jade,Guindé,COLOMIERS I,DUEL,1,1.0
19,Sofaia,Fono,COLOMIERS I,DUEL,1,1.0
1,Justine,Pradel,COLOMIERS I,DUEL,2,1.0
2,Arwen,Lavuia,COLOMIERS I,DUEL,2,5.0
3,Manon,Marchesin,COLOMIERS I,DUEL,2,5.0
4,Adèle,Lachurie,COLOMIERS I,DUEL,2,5.0
5,Cléa,Vauloup,COLOMIERS I,DUEL,2,9.0
6,Moea,Lickel,COLOMIERS I,DUEL,2,1.0
7,Elsa,Moutinho,COLOMIERS I,DUEL,2,2.0
8,Lise,Llach,COLOMIERS I,DUEL,2,4.0
9,Alice,Henaux,COLOMIERS I,DUEL,2,2.0
10,Heloïse,Seletti,COLOMIERS I,DUEL,2,1.0
11,Mado,Bidard,COLOMIERS I,DUEL,2,5.0
13,Jeanne,Beheregaray,COLOMIERS I,DUEL,2,2.0
14,Alessia,Coste,COLOMIERS I,DUEL,2,3.0
15,Jade,Guindé,COLOMIERS I,DUEL,2,3.0
17,Lisa,Montoux,COLOMIERS I,DUEL,2,1.0
18,Eva,Ould-Hadda,COLOMIERS I,DUEL,2,1.0
19,Sofaia,Fono,COLOMIERS I,DUEL,2,3.0
21,Alice,Bouvet,COLOMIERS I,DUEL,2,2.0
22,Chiara,Muratet,COLOMIERS I,DUEL,2,1.0
23,Malia,Taofifenua,COLOMIERS I,DUEL,2,1.0
3,Manon,Marchesin,COLOMIERS I,DUEL,3,1.0
5,Cléa,Vauloup,COLOMIERS I,DUEL,3,1.0
11,Mado,Bidard,COLOMIERS I,DUEL,3,2.0
12,Maelle,Bonne,COLOMIERS I,DUEL,3,1.0
14,Alessia,Coste,COLOMIERS I,DUEL,3,1.0
15,Jade,Guindé,COLOMIERS I,DUEL,3,2.0
17,Lisa,Montoux,COLOMIERS I,DUEL,3,1.0
18,Eva,Ould-Hadda,COLOMIERS I,DUEL,3,1.0
19,Sofaia,Fono,COLOMIERS I,DUEL,3,1.0
21,Alice,Bouvet,COLOMIERS I,DUEL,3,4.0
22,Chiara,Muratet,COLOMIERS I,DUEL,3,5.0
23,Malia,Taofifenua,COLOMIERS I,DUEL,3,1.0
2,Arwen,Lavuia,COLOMIERS I,PASSE,0,1.0
9,Alice,Henaux,COLOMIERS I,PASSE,0,1.0
10,Heloïse,Seletti,COLOMIERS I,PASSE,0,1.0
20,Alexia,Cazalbou,COLOMIERS I,PASSE,0,1.0
2,Arwen,Lavuia,COLOMIERS I,PASSE,1,1.0
5,Cléa,Vauloup,COLOMIERS I,PASSE,1,1.0
10,Heloïse,Seletti,COLOMIERS I,PASSE,1,1.0
11,Mado,Bidard,COLOMIERS I,PASSE,1,1.0
16,Eva,Ould-Hadda,COLOMIERS I,PASSE,1,1.0
7,Elsa,Moutinho,COLOMIERS I,PASSE,2,1.0
9,Alice,Henaux,COLOMIERS I,PASSE,2,8.0
10,Heloïse,Seletti,COLOMIERS I,PASSE,2,2.0
12,Maelle,Bonne,COLOMIERS I,PASSE,2,3.0
13,Jeanne,Beheregaray,COLOMIERS I,PASSE,2,3.0
14,Alessia,Coste,COLOMIERS I,PASSE,2,2.0
20,Alexia,Cazalbou,COLOMIERS I,PASSE,2,1.0
2,Arwen,Lavuia,COLOMIERS I,PASSE,3,11.0
3,Manon,Marchesin,COLOMIERS I,PASSE,3,4.0
4,Adèle,Lachurie,COLOMIERS I,PASSE,3,5.0
5,Cléa,Vauloup,COLOMIERS I,PASSE,3,5.0
6,Moea,Lickel,COLOMIERS I,PASSE,3,2.0
7,Elsa,Moutinho,COLOMIERS I,PASSE,3,4.0
8,Lise,Llach,COLOMIERS I,PASSE,3,4.0
9,Alice,Henaux,COLOMIERS I,PASSE,3,31.0
10,Heloïse,Seletti,COLOMIERS I,PASSE,3,19.0
11,Mado,Bidard,COLOMIERS I,PASSE,3,3.0
12,Maelle,Bonne,COLOMIERS I,PASSE,3,2.0
13,Jeanne,Beheregaray,COLOMIERS I,PASSE,3,10.0
14,Alessia,Coste,COLOMIERS I,PASSE,3,3.0
15,Jade,Guindé,COLOMIERS I,PASSE,3,15.0
20,Alexia,Cazalbou,COLOMIERS I,PASSE,3,14.0
21,Alice,Bouvet,COLOMIERS I,PASSE,3,3.0
22,Chiara,Muratet,COLOMIERS I,PASSE,3,1.0
23,Malia,Taofifenua,COLOMIERS I,PASSE,3,1.0
1,Justine,Pradel,COLOMIERS I,PLAQUAGE,0,1.0
3,Manon,Marchesin,COLOMIERS I,PLAQUAGE,0,1.0
4,Adèle,Lachurie,COLOMIERS I,PLAQUAGE,0,1.0
5,Cléa,Vauloup,COLOMIERS I,PLAQUAGE,0,1.0
6,Moea,Lickel,COLOMIERS I,PLAQUAGE,0,1.0
7,Elsa,Moutinho,COLOMIERS I,PLAQUAGE,0,2.0
8,Lise,Llach,COLOMIERS I,PLAQUAGE,0,2.0
10,Heloïse,Seletti,COLOMIERS I,PLAQUAGE,0,1.0
12,Maelle,Bonne,COLOMIERS I,PLAQUAGE,0,1.0
13,Jeanne,Beheregaray,COLOMIERS I,PLAQUAGE,0,2.0
14,Alessia,Coste,COLOMIERS I,PLAQUAGE,0,1.0
16,Eva,Ould-Hadda,COLOMIERS I,PLAQUAGE,0,2.0
18,Eva,Ould-Hadda,COLOMIERS I,PLAQUAGE,0,1.0
20,Alexia,Cazalbou,COLOMIERS I,PLAQUAGE,0,2.0
2,Arwen,Lavuia,COLOMIERS I,PLAQUAGE,1,2.0
3,Manon,Marchesin,COLOMIERS I,PLAQUAGE,1,1.0
4,Adèle,Lachurie,COLOMIERS I,PLAQUAGE,1,2.0
5,Cléa,Vauloup,COLOMIERS I,PLAQUAGE,1,4.0
6,Moea,Lickel,COLOMIERS I,PLAQUAGE,1,3.0
8,Lise,Llach,COLOMIERS I,PLAQUAGE,1,2.0
9,Alice,Henaux,COLOMIERS I,PLAQUAGE,1,1.0
10,Heloïse,Seletti,COLOMIERS I,PLAQUAGE,1,2.0
11,Mado,Bidard,COLOMIERS I,PLAQUAGE,1,3.0
12,Maelle,Bonne,COLOMIERS I,PLAQUAGE,1,2.0
13,Jeanne,Beheregaray,COLOMIERS I,PLAQUAGE,1,3.0
15,Jade,Guindé,COLOMIERS I,PLAQUAGE,1,1.0
16,Eva,Ould-Hadda,COLOMIERS I,PLAQUAGE,1,2.0
17,Lisa,Montoux,COLOMIERS I,PLAQUAGE,1,1.0
18,Eva,Ould-Hadda,COLOMIERS I,PLAQUAGE,1,1.0
21,Alice,Bouvet,COLOMIERS I,PLAQUAGE,1,3.0
23,Malia,Taofifenua,COLOMIERS I,PLAQUAGE,1,1.0
2,Arwen,Lavuia,COLOMIERS I,PLAQUAGE,2,3.0
3,Manon,Marchesin,COLOMIERS I,PLAQUAGE,2,2.0
4,Adèle,Lachurie,COLOMIERS I,PLAQUAGE,2,3.0
5,Cléa,Vauloup,COLOMIERS I,PLAQUAGE,2,7.0
6,Moea,Lickel,COLOMIERS I,PLAQUAGE,2,2.0
7,Elsa,Moutinho,COLOMIERS I,PLAQUAGE,2,2.0
8,Lise,Llach,COLOMIERS I,PLAQUAGE,2,4.0
11,Mado,Bidard,COLOMIERS I,PLAQUAGE,2,1.0
12,Maelle,Bonne,COLOMIERS I,PLAQUAGE,2,2.0
13,Jeanne,Beheregaray,COLOMIERS I,PLAQUAGE,2,6.0
14,Alessia,Coste,COLOMIERS I,PLAQUAGE,2,1.0
15,Jade,Guindé,COLOMIERS I,PLAQUAGE,2,1.0
17,Lisa,Montoux,COLOMIERS I,PLAQUAGE,2,2.0
18,Eva,Ould-Hadda,COLOMIERS I,PLAQUAGE,2,1.0
19,Sofaia,Fono,COLOMIERS I,PLAQUAGE,2,2.0
20,Alexia,Cazalbou,COLOMIERS I,PLAQUAGE,2,2.0
2,Arwen,Lavuia,COLOMIERS I,PLAQUAGE,3,1.0
3,Manon,Marchesin,COLOMIERS I,PLAQUAGE,3,4.0
4,Adèle,Lachurie,COLOMIERS I,PLAQUAGE,3,1.0
5,Cléa,Vauloup,COLOMIERS I,PLAQUAGE,3,5.0
7,Elsa,Moutinho,COLOMIERS I,PLAQUAGE,3,1.0
8,Lise,Llach,COLOMIERS I,PLAQUAGE,3,2.0
9,Alice,Henaux,COLOMIERS I,PLAQUAGE,3,1.0
11,Mado,Bidard,COLOMIERS I,PLAQUAGE,3,1.0
12,Maelle,Bonne,COLOMIERS I,PLAQUAGE,3,1.0
13,Jeanne,Beheregaray,COLOMIERS I,PLAQUAGE,3,2.0
14,Alessia,Coste,COLOMIERS I,PLAQUAGE,3,1.0
16,Eva,Ould-Hadda,COLOMIERS I,PLAQUAGE,3,1.0
17,Lisa,Montoux,COLOMIERS I,PLAQUAGE,3,1.0
19,Sofaia,Fono,COLOMIERS I,PLAQUAGE,3,1.0
20,Alexia,Cazalbou,COLOMIERS I,PLAQUAGE,3,1.0
22,Chiara,Muratet,COLOMIERS I,PLAQUAGE,3,1.0
23,Malia,Taofifenua,COLOMIERS I,PLAQUAGE,3,1.0
1,Justine,Pradel,COLOMIERS I,RUCK,0,1.0
2,Arwen,Lavuia,COLOMIERS I,RUCK,0,5.0
4,Adèle,Lachurie,COLOMIERS I,RUCK,0,4.0
5,Cléa,Vauloup,COLOMIERS I,RUCK,0,6.0
6,Moea,Lickel,COLOMIERS I,RUCK,0,2.0
7,Elsa,Moutinho,COLOMIERS I,RUCK,0,2.0
8,Lise,Llach,COLOMIERS I,RUCK,0,1.0
10,Heloïse,Seletti,COLOMIERS I,RUCK,0,2.0
11,Mado,Bidard,COLOMIERS I,RUCK,0,2.0
12,Maelle,Bonne,COLOMIERS I,RUCK,0,1.0
13,Jeanne,Beheregaray,COLOMIERS I,RUCK,0,1.0
17,Lisa,Montoux,COLOMIERS I,RUCK,0,1.0
20,Alexia,Cazalbou,COLOMIERS I,RUCK,0,1.0
23,Malia,Taofifenua,COLOMIERS I,RUCK,0,1.0
9,Alice,Henaux,COLOMIERS I,RUCK,1,1.0
12,Maelle,Bonne,COLOMIERS I,RUCK,1,1.0
15,Jade,Guindé,COLOMIERS I,RUCK,1,1.0
1,Justine,Pradel,COLOMIERS I,RUCK,2,1.0
6,Moea,Lickel,COLOMIERS I,RUCK,2,1.0
8,Lise,Llach,COLOMIERS I,RUCK,2,2.0
9,Alice,Henaux,COLOMIERS I,RUCK,2,1.0
12,Maelle,Bonne,COLOMIERS I,RUCK,2,1.0
13,Jeanne,Beheregaray,COLOMIERS I,RUCK,2,2.0
17,Lisa,Montoux,COLOMIERS I,RUCK,2,1.0
18,Eva,Ould-Hadda,COLOMIERS I,RUCK,2,1.0
19,Sofaia,Fono,COLOMIERS I,RUCK,2,1.0
23,Malia,Taofifenua,COLOMIERS I,RUCK,2,1.0
1,Justine,Pradel,COLOMIERS I,RUCK,3,4.0
2,Arwen,Lavuia,COLOMIERS I,RUCK,3,5.0
3,Manon,Marchesin,COLOMIERS I,RUCK,3,10.0
4,Adèle,Lachurie,COLOMIERS I,RUCK,3,9.0
5,Cléa,Vauloup,COLOMIERS I,RUCK,3,6.0
6,Moea,Lickel,COLOMIERS I,RUCK,3,8.0
7,Elsa,Moutinho,COLOMIERS I,RUCK,3,1.0
8,Lise,Llach,COLOMIERS I,RUCK,3,10.0
9,Alice,Henaux,COLOMIERS I,RUCK,3,1.0
10,Heloïse,Seletti,COLOMIERS I,RUCK,3,3.0
11,Mado,Bidard,COLOMIERS I,RUCK,3,5.0
12,Maelle,Bonne,COLOMIERS I,RUCK,3,3.0
13,Jeanne,Beheregaray,COLOMIERS I,RUCK,3,1.0
14,Alessia,Coste,COLOMIERS I,RUCK,3,6.0
15,Jade,Guindé,COLOMIERS I,RUCK,3,4.0
17,Lisa,Montoux,COLOMIERS I,RUCK,3,5.0
18,Eva,Ould-Hadda,COLOMIERS I,RUCK,3,2.0
19,Sofaia,Fono,COLOMIERS I,RUCK,3,3.0
20,Alexia,Cazalbou,COLOMIERS I,RUCK,3,1.0
23,Malia,Taofifenua,COLOMIERS I,RUCK,3,1.0
15,Jade,Guindé,COLOMIERS I,JAP,0,2.0
20,Alexia,Cazalbou,COLOMIERS I,JAP,0,1.0
13,Jeanne,Beheregaray,COLOMIERS I,JAP,2,1.0
15,Jade,Guindé,COLOMIERS I,JAP,2,4.0
6,Moea,Lickel,COLOMIERS I,RECEPTION JAP,0,1.0
7,Elsa,Moutinho,COLOMIERS I,RECEPTION JAP,0,1.0
15,Jade,Guindé,COLOMIERS I,RECEPTION JAP,0,1.0
19,Sofaia,Fono,COLOMIERS I,RECEPTION JAP,0,1.0
7,Elsa,Moutinho,COLOMIERS I,RECEPTION JAP,1,1.0
14,Alessia,Coste,COLOMIERS I,RECEPTION JAP,1,2.0
15,Jade,Guindé,COLOMIERS I,RECEPTION JAP,1,1.0
4,Adèle,Lachurie,COLOMIERS I,RECEPTION JAP,3,1.0
14,Alessia,Coste,COLOMIERS I,RECEPTION JAP,3,4.0
15,Jade,Guindé,COLOMIERS I,RECEPTION JAP,3,2.0
20,Alexia,Cazalbou,COLOMIERS I,RECEPTION JAP,3,1.0
1,Manon,Marchesin,BLAGNAC I,DUEL,0,1.0
2,Arwen,Lavuia,BLAGNAC I,DUEL,0,3.0
3,Malia,Taofifenua,BLAGNAC I,DUEL,0,2.0
4,Sofaia,Fono,BLAGNAC I,DUEL,0,1.0
5,Cléa,Vauloup,BLAGNAC I,DUEL,0,1.0
7,Lise,Llach,BLAGNAC I,DUEL,0,1.0
8,Adèle,Lachurie,BLAGNAC I,DUEL,0,2.0
11,Eva,Sundheimer,BLAGNAC I,DUEL,0,2.0
